market_id,token_id,question,active,closed,end_date_ms
577186,67841192750148997275473648690260112080723046610172086481620702839701751895916,Will Nicolas Jackson be the top goal scorer in the 2025–26 English Premier League season?,True,False,2026-05-27T00:00:00Z
577235,12436606244684756212688349482021343426028351538039522454366335615620119043815,Will Dodi Lukebakio be the top goal scorer in the 2025–26 La Liga season?,True,False,2026-05-30T00:00:00Z
577241,91203260296949109747095851381415926782789749145484395871735811789947699971761,Will Cristhian Stuani be the top goal scorer in the 2025–26 La Liga season?,True,False,2026-05-30T00:00:00Z
577244,108812938192767854218949300916725095215503085851828138910431467866540044790765,Will Inaki Williams be the top goal scorer in the 2025–26 La Liga season?,True,False,2026-05-30T00:00:00Z
577285,23177234539005086745924487565572514732873310188830333623513053312024465699839,Will Jamal Musiala be the top goal scorer in the 2025–26 Bundesliga season?,True,False,2026-05-28T00:00:00Z
578403,12787908846201818836113906836317537483609531613584477341982605123655773837316,Will Cagliari be relegated from Serie A after the 2025-26 season?,True,False,2026-05-28T00:00:00Z
578429,54514115878483631589280219768473481187943366848293796775155078988924711320634,Will Anssumane Fati be the top goal scorer in the 2025-26 Ligue 1 season?,True,False,2026-05-30T00:00:00Z
578438,105674265636936122040214286728718821119631571611911917788328404979095463525498,Will Lassine Sinayoko be the top goal scorer in the 2025-26 Ligue 1 season?,True,False,2026-05-30T00:00:00Z
578440,11845870649387515165673583985702735071849341038586868859226155459240016986208,Will Gauthier Hein be the top goal scorer in the 2025-26 Ligue 1 season?,True,False,2026-05-30T00:00:00Z
579384,108406368173992145823099369167633547878391825339132506914365349249675061739524,Will Artem Dovbyk be the top goal scorer in the 2025-26 Serie A season?,True,False,2026-05-28T00:00:00Z
582174,1640487768500822841149793856978083342565236884463958986407041301997586658292,Will Leverkusen finish in the top 4 of the Bundesliga 2025–26 standings?,True,False,2026-05-28T00:00:00Z
582318,19435319275490630458028840438715963481941725397052478895479118120838800668559,Will Lille finish in the top 4 of the Ligue 1 2025–26 standings?,True,False,2026-05-30T00:00:00Z
553866,102227184035967850089766981958743064457339118173548431660886438726896222843254,Will the San Antonio Spurs win the 2026 NBA Finals?,True,False,2026-07-01T00:00:00Z
558935,115556263888245616435851357148058235707004733438163639091106356867234218207169,Will England win the 2026 FIFA World Cup?,True,False,2026-07-20T00:00:00Z
558936,108233603819467706476318984012158651931658302669301887462181073562758483842092,Will France win the 2026 FIFA World Cup?,True,False,2026-07-20T00:00:00Z
558958,43661509251351142169227141691164122649250455115438867334436875294380701133091,Will Australia win the 2026 FIFA World Cup?,True,False,2026-07-20T00:00:00Z
558960,90538013438399246674125939147272424357773921253199632436930218305581040235987,Will Uzbekistan win the 2026 FIFA World Cup?,True,False,2026-07-20T00:00:00Z
559681,100561779829530520068956424581003844045516012444425572625523659025114550346085,Will LeBron James win the 2028 Democratic presidential nomination?,True,False,2028-11-07T00:00:00Z
559684,46211769122513729244602558513001215391004042100934296321661285791281233261657,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,True,False,2028-11-07T00:00:00Z
561241,70948731404464821824516595498024506131170394300814446118501620719416471444076,Will JB Pritzker win the 2028 US Presidential Election?,True,False,2028-11-07T00:00:00Z
561249,58585097107933138034126275600204468509993701936571284309823871593297754181479,Will Greg Abbott win the 2028 US Presidential Election?,True,False,2028-11-07T00:00:00Z
561251,39223330966352513418907732239455948906399882924787587183466504819170775983376,Will LeBron James win the 2028 US Presidential Election?,True,False,2028-11-07T00:00:00Z
561980,30919109558246209971545892228598482722881502507049010402392877610451001659386,Will Nikki Haley win the 2028 Republican presidential nomination?,True,False,2028-11-07T00:00:00Z
561988,16959950591508656523048029588253513417107455151269158025695062757254216051157,Will Josh Hawley win the 2028 Republican presidential nomination?,True,False,2028-11-07T00:00:00Z
564218,6842047670820419171425914468337077680927367717837404858652329372722501774629,Will the San Antonio Spurs win the NBA Western Conference Finals?,True,False,2026-06-16T00:00:00Z
