decision_id,relationship_id,context_space_id,context_rule_ids_json,previous_validation_status,new_validation_status,previous_strategy_eligibility,new_strategy_eligibility,strategy_lane,decision_reason,evidence_summary,schema_version,ingested_ts_ms
0ff08d36276b7404b4d6f74c501fff86,9814f0b1f2c1e137cdd0f01081c9d79d,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447598
9b036f226133012ce2dc77e8f31883cb,7b13eefd6d90d2688ac31722ff8efe17,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447599
1fadd6fb95509aef897a631e3989702a,5b9170e0c89e0e7ad7bb127a5796d918,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447600
0c8b3089815b1d1df0ef0dc30d6bc2d3,1c302d09aad4deb9ff7250e3c822df1d,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447601
9bf22e90b68ffd77af505a3f23eb9c55,2d911c0905127bffd7fd430f4b610760,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447601
8b07a5dfb034c63aa212be5419543068,d1665f8688af505f6969f6abefb096d6,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447601
37c21c4388fd2554b993b162d61ad92f,a32d8d6605c4ff9fc8381752bb637f2e,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447601
561072455b8543d6e3736b569c0b41af,0757dba0a05e54599e481c229b5c61cf,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447602
faa42f395193862ace9295d7728ad527,2de26bc261398987df16efb1545e1843,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447604
f545b9b43ea281c978f9334c0d66ab37,81bc17f1290a94cdc67b3f9e0af9ecea,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447604
c7a619615453cc9eeebc795bba2020b4,418590bdf1fce3b701b0dbf876edeb79,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447605
f3a599847633d6dd654d4fb871a4efb9,cec0db338843fe1406f15edb794b2acd,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447605
7d982809e2734d7e685c162228d543ab,55c2d8572e14422eb9d47ccfd590a2e7,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447606
d412ce7e8a812c7bdadcde57a1e53c3a,e602b8cb88b133424c34496b91dcd2b7,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447606
cff54c4a15e69aa849b15ef94b887a31,c16c87976c39bf32c46a238058a19da0,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447607
413ae57898f6c7fea4566dfa3d8ea3f6,afbb888cff6a11db64add1dcbd907460,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447607
66ccea2adf5d51660246201121636292,f91baba31c7cbd931f2ad3a8ce640780,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447609
44b0239ee946fa9a3ee1956a6045e352,3d634456c3026c071a0457c05dc4f462,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447609
8286de02bc1cf3c36d343528cd476b07,c30a8da72e76b3fbb882e493f3e647a9,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447610
851d68a001ff5fdafb61eceb127aea5a,3aae3cb1b2ec3730bfac0f54ce120dc9,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447620
0212765f3c8ff64e3050dedab59e5bb8,7e196c9cbf9fd7930dfcbf324ce82ebd,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447684
fa84a47649cd6ee3dc9c72026a9d39e7,e02bbc12cf27e2f1c7892aeaf4730cdf,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447790
e129d9868337f0ce1ac8825cfc4955f7,323a222f5b4e83bb756ed5a6e3c939a1,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447790
c729dbc884d6fdd44ad5b8b2328e437e,44b90050a17ee86d2db590ea611662e1,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447792
88064ca6dc1d694a23ed5a975fed004c,d6b7e9ccd5f194edc1dbaf107b3b87c2,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447792
0d71b2567a9c9a404ed99049bbc01f26,3408dfe3c22c0d8ccb013839c62ae2aa,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447792
eb2b3d158cb03f0f6124dbc6804421a2,759843b8ca4b1c0c5f6cd9d21c0f7f06,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447793
